12,7.0,70375.0,0.14285714285714285
13,9.0,75750.0,0.1111111111111111
33,11972.0,1.660943E8,0.0693284330103575
11,4380.0,6.6369625E7,0.06484018264840183
1,10732.0,1.5734835E8,0.0625232948192322
9,58639.0,8.168243E8,0.061716604989853166
4,125172.0,1.832341975E9,0.060261080752884034
34,71114.0,1.03244295E9,0.059481958545434095
44,6055.0,8.888375E7,0.058959537572254334
31,32061.0,4.96399775E8,0.05895012632169926
32,4757.0,7.1003075E7,0.05822997687618247
45,25234.0,3.948943E8,0.058135848458429104
24,13743.0,1.98463675E8,0.05799316015426035
18,10186.0,1.50685125E8,0.057333595130571374
27,23787.0,3.48124175E8,0.05629125152394165
20,20209.0,3.12472725E8,0.05556930080657133
36,7759.0,1.14991675E8,0.055290630235855134
3,19693.0,2.795973E8,0.055248057685471995
17,8299.0,1.1853475E8,0.054343896855042775
2,6399.0,8.9942025E7,0.053914674167838725
47,18816.0,2.796257E8,0.05357142857142857
23,15424.0,2.20864575E8,0.053358402489626554
22,22175.0,3.14599025E8,0.0533032694475761
35,28651.0,4.0902655E8,0.05277302711947227
38,30250.0,4.39185475E8,0.0527603305785124
19,19835.0,3.11056975E8,0.05273506428031258
8,2402.0,3.5408875E7,0.05245628642797669
37,10562.0,1.449298E8,0.052262829009657265
39,3753.0,5.30009E7,0.052224886757260856
41,1745.0,2.384605E7,0.052148997134670486
10,28043.0,4.18539825E8,0.04978069393431516
48,11199.0,1.60270025E8,0.04911152781498348
15,13348.0,1.95978025E8,0.048321845969433626
6,13042.0,1.95566925E8,0.04769207176813372
42,12392.0,1.84501925E8,0.047207876049063915
16,7693.0,1.130056E8,0.04692577668009879
0,2134.0,3.579025E7,0.04592314901593252
43,68708.0,1.07008335E9,0.04578797228852535
14,34379.0,5.22189925E8,0.045667413246458594
40,10302.0,1.522482E8,0.045039798097456805
5,18211.0,2.7225615E8,0.044423699961561695
50,1974.0,3.023835E7,0.04204660587639311
26,2466.0,3.40254E7,0.040957015409570155
46,1753.0,2.4619775E7,0.040501996577296064
49,4247.0,6.2238425E7,0.03885095361431599
30,4156.0,6.136675E7,0.03849855630413859
7,2382.0,3.608975E7,0.03736356003358522
25,3653.0,5.4629675E7,0.024637284423761292
29,1124.0,1.6369625E7,0.0035587188612099642
21,491.0,7617100.0,0.0
28,452.0,7023000.0,0.0
